school_year,division_number,division_name,school_number,school_name,sanction_code,sanction_description,n_sanctions,n_students_sanctioned,locality_grouping,region_name,region_number
2022-2023,29,Fairfax County,790,McLean High,LOP,Loss of School Privileges or Participation in Extr,55,52,school,Northern Virginia,4
2022-2023,29,Fairfax County,790,McLean High,OSS,Out of school suspension by Division Admin,2,2,school,Northern Virginia,4
2022-2023,29,Fairfax County,790,McLean High,OSS,Out of school suspension by School Admin,41,27,school,Northern Virginia,4
2022-2023,29,Fairfax County,790,McLean High,SBP,Suspension of Bus Privileges,3,2,school,Northern Virginia,4
2022-2023,29,Fairfax County,2231,McNair Elementary,CR,Class Removal (less than 1/2 day),11,8,school,Northern Virginia,4
2022-2023,29,Fairfax County,2231,McNair Elementary,ISS,In-School Suspension (1/2 day or more),2,2,school,Northern Virginia,4
2022-2023,29,Fairfax County,2231,McNair Elementary,OSS,Out of school suspension by School Admin,11,6,school,Northern Virginia,4
2022-2023,29,Fairfax County,2200,McNair Upper Elementary,CR,Class Removal (less than 1/2 day),49,31,school,Northern Virginia,4
2022-2023,29,Fairfax County,2200,McNair Upper Elementary,ISS,In-School Suspension (1/2 day or more),27,17,school,Northern Virginia,4
2022-2023,29,Fairfax County,2200,McNair Upper Elementary,LOP,Loss of School Privileges or Participation in Extr,58,43,school,Northern Virginia,4
2022-2023,29,Fairfax County,2200,McNair Upper Elementary,OSS,Out of school suspension by School Admin,5,4,school,Northern Virginia,4
2022-2023,29,Fairfax County,2200,McNair Upper Elementary,SBP,Suspension of Bus Privileges,1,1,school,Northern Virginia,4
2022-2023,29,Fairfax County,1390,Mosaic Elementary,ALT,Alternative Program Placement,1,1,school,Northern Virginia,4
2022-2023,29,Fairfax County,1390,Mosaic Elementary,ISS,In-School Suspension (1/2 day or more),11,10,school,Northern Virginia,4
2022-2023,29,Fairfax County,1390,Mosaic Elementary,OSS,Out of school suspension by School Admin,11,8,school,Northern Virginia,4
2022-2023,29,Fairfax County,510,Mount Eagle Elementary,CR,Class Removal (less than 1/2 day),15,11,school,Northern Virginia,4
2022-2023,29,Fairfax County,510,Mount Eagle Elementary,ISS,In-School Suspension (1/2 day or more),14,9,school,Northern Virginia,4
2022-2023,29,Fairfax County,510,Mount Eagle Elementary,LOP,Loss of School Privileges or Participation in Extr,4,3,school,Northern Virginia,4
2022-2023,29,Fairfax County,510,Mount Eagle Elementary,OSS,Out of school suspension by School Admin,3,2,school,Northern Virginia,4
2022-2023,29,Fairfax County,420,Mount Vernon High,ALT,Alternative Program Placement,22,22,school,Northern Virginia,4
2022-2023,29,Fairfax County,420,Mount Vernon High,CR,Class Removal (less than 1/2 day),318,226,school,Northern Virginia,4
2022-2023,29,Fairfax County,420,Mount Vernon High,DS,Detention Sanction Outside of Regular School Hours,149,133,school,Northern Virginia,4
2022-2023,29,Fairfax County,420,Mount Vernon High,ISS,In-School Suspension (1/2 day or more),296,202,school,Northern Virginia,4
2022-2023,29,Fairfax County,420,Mount Vernon High,LOP,Loss of School Privileges or Participation in Extr,107,86,school,Northern Virginia,4
2022-2023,29,Fairfax County,420,Mount Vernon High,OSS,Out of school suspension by Division Admin,15,15,school,Northern Virginia,4
2022-2023,29,Fairfax County,420,Mount Vernon High,OSS,Out of school suspension by School Admin,106,79,school,Northern Virginia,4
2022-2023,29,Fairfax County,420,Mount Vernon High,OSS,Out of school suspension by School Board,1,1,school,Northern Virginia,4
2022-2023,29,Fairfax County,420,Mount Vernon High,SBCS,School-based Community Service Assigned,4,4,school,Northern Virginia,4
2022-2023,29,Fairfax County,420,Mount Vernon High,SBP,Suspension of Bus Privileges,1,1,school,Northern Virginia,4
2022-2023,29,Fairfax County,1640,Mount Vernon Woods Elementary,CR,Class Removal (less than 1/2 day),24,16,school,Northern Virginia,4
2022-2023,29,Fairfax County,1640,Mount Vernon Woods Elementary,DS,Detention Sanction Outside of Regular School Hours,12,12,school,Northern Virginia,4
2022-2023,29,Fairfax County,1640,Mount Vernon Woods Elementary,ISS,In-School Suspension (1/2 day or more),31,23,school,Northern Virginia,4
2022-2023,29,Fairfax County,1640,Mount Vernon Woods Elementary,LOP,Loss of School Privileges or Participation in Extr,20,17,school,Northern Virginia,4
2022-2023,29,Fairfax County,1640,Mount Vernon Woods Elementary,OSS,Out of school suspension by School Admin,31,18,school,Northern Virginia,4
2022-2023,29,Fairfax County,1640,Mount Vernon Woods Elementary,SBCS,School-based Community Service Assigned,8,8,school,Northern Virginia,4
2022-2023,29,Fairfax County,1640,Mount Vernon Woods Elementary,SBP,Suspension of Bus Privileges,2,2,school,Northern Virginia,4
2022-2023,29,Fairfax County,2211,Mountain View High,ALT,Alternative Program Placement,6,6,school,Northern Virginia,4
2022-2023,29,Fairfax County,2211,Mountain View High,CR,Class Removal (less than 1/2 day),13,10,school,Northern Virginia,4
2022-2023,29,Fairfax County,2211,Mountain View High,ISS,In-School Suspension (1/2 day or more),8,8,school,Northern Virginia,4
2022-2023,29,Fairfax County,2211,Mountain View High,LOP,Loss of School Privileges or Participation in Extr,20,17,school,Northern Virginia,4
2022-2023,29,Fairfax County,2211,Mountain View High,OSS,Out of school suspension by Division Admin,3,3,school,Northern Virginia,4
2022-2023,29,Fairfax County,2211,Mountain View High,OSS,Out of school suspension by School Admin,22,17,school,Northern Virginia,4
2022-2023,29,Fairfax County,800,Navy Elementary,ISS,In-School Suspension (1/2 day or more),2,1,school,Northern Virginia,4
2022-2023,29,Fairfax County,800,Navy Elementary,OSS,Out of school suspension by School Admin,9,2,school,Northern Virginia,4
2022-2023,29,Fairfax County,800,Navy Elementary,SBP,Suspension of Bus Privileges,1,1,school,Northern Virginia,4
2022-2023,29,Fairfax County,470,Newington Forest Elementary,CR,Class Removal (less than 1/2 day),43,32,school,Northern Virginia,4
2022-2023,29,Fairfax County,470,Newington Forest Elementary,ISS,In-School Suspension (1/2 day or more),3,3,school,Northern Virginia,4
2022-2023,29,Fairfax County,470,Newington Forest Elementary,LOP,Loss of School Privileges or Participation in Extr,4,4,school,Northern Virginia,4
2022-2023,29,Fairfax County,470,Newington Forest Elementary,OSS,Out of school suspension by School Admin,14,9,school,Northern Virginia,4
2022-2023,29,Fairfax County,470,Newington Forest Elementary,SBP,Suspension of Bus Privileges,2,2,school,Northern Virginia,4
2022-2023,29,Fairfax County,930,North Springfield Elementary,CR,Class Removal (less than 1/2 day),8,4,school,Northern Virginia,4
2022-2023,29,Fairfax County,930,North Springfield Elementary,OSS,Out of school suspension by School Admin,10,6,school,Northern Virginia,4
2022-2023,29,Fairfax County,430,Oak Hill Elementary,CR,Class Removal (less than 1/2 day),19,11,school,Northern Virginia,4
2022-2023,29,Fairfax County,430,Oak Hill Elementary,ISS,In-School Suspension (1/2 day or more),8,7,school,Northern Virginia,4
2022-2023,29,Fairfax County,430,Oak Hill Elementary,LOP,Loss of School Privileges or Participation in Extr,6,6,school,Northern Virginia,4
2022-2023,29,Fairfax County,430,Oak Hill Elementary,OSS,Out of school suspension by School Admin,9,6,school,Northern Virginia,4
2022-2023,29,Fairfax County,430,Oak Hill Elementary,SBP,Suspension of Bus Privileges,2,2,school,Northern Virginia,4
2022-2023,29,Fairfax County,1860,Oak View Elementary,CR,Class Removal (less than 1/2 day),36,27,school,Northern Virginia,4
2022-2023,29,Fairfax County,1860,Oak View Elementary,DS,Detention Sanction Outside of Regular School Hours,1,1,school,Northern Virginia,4
2022-2023,29,Fairfax County,1860,Oak View Elementary,ISS,In-School Suspension (1/2 day or more),4,4,school,Northern Virginia,4
2022-2023,29,Fairfax County,1860,Oak View Elementary,LOP,Loss of School Privileges or Participation in Extr,6,5,school,Northern Virginia,4
2022-2023,29,Fairfax County,1860,Oak View Elementary,OSS,Out of school suspension by School Admin,7,4,school,Northern Virginia,4
2022-2023,29,Fairfax County,140,Oakton Elementary,CR,Class Removal (less than 1/2 day),15,13,school,Northern Virginia,4
2022-2023,29,Fairfax County,140,Oakton Elementary,ISS,In-School Suspension (1/2 day or more),1,1,school,Northern Virginia,4
2022-2023,29,Fairfax County,140,Oakton Elementary,OSS,Out of school suspension by School Admin,5,4,school,Northern Virginia,4
2022-2023,29,Fairfax County,1710,Oakton High,ALT,Alternative Program Placement,5,5,school,Northern Virginia,4
2022-2023,29,Fairfax County,1710,Oakton High,CR,Class Removal (less than 1/2 day),23,18,school,Northern Virginia,4
2022-2023,29,Fairfax County,1710,Oakton High,DS,Detention Sanction Outside of Regular School Hours,64,50,school,Northern Virginia,4
2022-2023,29,Fairfax County,1710,Oakton High,ISS,In-School Suspension (1/2 day or more),120,85,school,Northern Virginia,4
2022-2023,29,Fairfax County,1710,Oakton High,LOP,Loss of School Privileges or Participation in Extr,34,31,school,Northern Virginia,4
2022-2023,29,Fairfax County,1710,Oakton High,OSS,Out of school suspension by Division Admin,3,3,school,Northern Virginia,4
2022-2023,29,Fairfax County,1710,Oakton High,OSS,Out of school suspension by School Admin,51,31,school,Northern Virginia,4
2022-2023,29,Fairfax County,1710,Oakton High,SBP,Suspension of Bus Privileges,1,1,school,Northern Virginia,4
2022-2023,29,Fairfax County,1650,Olde Creek Elementary,ALT,Alternative Program Placement,2,2,school,Northern Virginia,4
2022-2023,29,Fairfax County,1650,Olde Creek Elementary,CR,Class Removal (less than 1/2 day),98,35,school,Northern Virginia,4
2022-2023,29,Fairfax County,1650,Olde Creek Elementary,ISS,In-School Suspension (1/2 day or more),9,8,school,Northern Virginia,4
2022-2023,29,Fairfax County,1650,Olde Creek Elementary,LOP,Loss of School Privileges or Participation in Extr,16,13,school,Northern Virginia,4
2022-2023,29,Fairfax County,1650,Olde Creek Elementary,OSS,Out of school suspension by School Admin,28,11,school,Northern Virginia,4
2022-2023,29,Fairfax County,150,Orange Hunt Elementary,CR,Class Removal (less than 1/2 day),6,6,school,Northern Virginia,4
2022-2023,29,Fairfax County,150,Orange Hunt Elementary,ISS,In-School Suspension (1/2 day or more),5,3,school,Northern Virginia,4
2022-2023,29,Fairfax County,150,Orange Hunt Elementary,LOP,Loss of School Privileges or Participation in Extr,1,1,school,Northern Virginia,4
2022-2023,29,Fairfax County,150,Orange Hunt Elementary,OSS,Out of school suspension by School Admin,4,4,school,Northern Virginia,4
2022-2023,29,Fairfax County,1030,Parklawn Elementary,CR,Class Removal (less than 1/2 day),39,26,school,Northern Virginia,4
2022-2023,29,Fairfax County,1030,Parklawn Elementary,ISS,In-School Suspension (1/2 day or more),22,17,school,Northern Virginia,4
2022-2023,29,Fairfax County,1030,Parklawn Elementary,LOP,Loss of School Privileges or Participation in Extr,28,24,school,Northern Virginia,4
2022-2023,29,Fairfax County,1030,Parklawn Elementary,OSS,Out of school suspension by School Admin,20,12,school,Northern Virginia,4
2022-2023,29,Fairfax County,1030,Parklawn Elementary,SBP,Suspension of Bus Privileges,3,3,school,Northern Virginia,4
2022-2023,29,Fairfax County,820,Pine Spring Elementary,ISS,In-School Suspension (1/2 day or more),16,15,school,Northern Virginia,4
2022-2023,29,Fairfax County,820,Pine Spring Elementary,LOP,Loss of School Privileges or Participation in Extr,15,14,school,Northern Virginia,4
2022-2023,29,Fairfax County,820,Pine Spring Elementary,OSS,Out of school suspension by School Admin,5,5,school,Northern Virginia,4
2022-2023,29,Fairfax County,820,Pine Spring Elementary,SBCS,School-based Community Service Assigned,4,4,school,Northern Virginia,4
2022-2023,29,Fairfax County,1130,Poe Middle,ALT,Alternative Program Placement,7,7,school,Northern Virginia,4
2022-2023,29,Fairfax County,1130,Poe Middle,CR,Class Removal (less than 1/2 day),123,90,school,Northern Virginia,4
2022-2023,29,Fairfax County,1130,Poe Middle,DS,Detention Sanction Outside of Regular School Hours,54,44,school,Northern Virginia,4
2022-2023,29,Fairfax County,1130,Poe Middle,ISS,In-School Suspension (1/2 day or more),194,119,school,Northern Virginia,4
2022-2023,29,Fairfax County,1130,Poe Middle,LOP,Loss of School Privileges or Participation in Extr,123,81,school,Northern Virginia,4
2022-2023,29,Fairfax County,1130,Poe Middle,OSS,Out of school suspension by Division Admin,4,4,school,Northern Virginia,4
2022-2023,29,Fairfax County,1130,Poe Middle,OSS,Out of school suspension by School Admin,172,113,school,Northern Virginia,4
2022-2023,29,Fairfax County,1130,Poe Middle,SBCS,School-based Community Service Assigned,1,1,school,Northern Virginia,4
2022-2023,29,Fairfax County,1130,Poe Middle,SBP,Suspension of Bus Privileges,4,3,school,Northern Virginia,4
2022-2023,29,Fairfax County,2080,Poplar Tree Elementary,CR,Class Removal (less than 1/2 day),2,2,school,Northern Virginia,4
2022-2023,29,Fairfax County,2080,Poplar Tree Elementary,ISS,In-School Suspension (1/2 day or more),7,6,school,Northern Virginia,4
2022-2023,29,Fairfax County,2080,Poplar Tree Elementary,LOP,Loss of School Privileges or Participation in Extr,2,2,school,Northern Virginia,4
2022-2023,29,Fairfax County,2080,Poplar Tree Elementary,OSS,Out of school suspension by School Admin,1,1,school,Northern Virginia,4
2022-2023,29,Fairfax County,2080,Poplar Tree Elementary,SBP,Suspension of Bus Privileges,1,1,school,Northern Virginia,4
2022-2023,29,Fairfax County,2237,Powell Elementary,CR,Class Removal (less than 1/2 day),21,13,school,Northern Virginia,4
2022-2023,29,Fairfax County,2237,Powell Elementary,LOP,Loss of School Privileges or Participation in Extr,1,1,school,Northern Virginia,4
2022-2023,29,Fairfax County,2237,Powell Elementary,OSS,Out of school suspension by School Admin,8,4,school,Northern Virginia,4
2022-2023,29,Fairfax County,2230,Providence Elementary,CR,Class Removal (less than 1/2 day),129,83,school,Northern Virginia,4
2022-2023,29,Fairfax County,2230,Providence Elementary,ISS,In-School Suspension (1/2 day or more),27,20,school,Northern Virginia,4
2022-2023,29,Fairfax County,2230,Providence Elementary,LOP,Loss of School Privileges or Participation in Extr,2,2,school,Northern Virginia,4
2022-2023,29,Fairfax County,2230,Providence Elementary,OSS,Out of school suspension by Division Admin,1,1,school,Northern Virginia,4
2022-2023,29,Fairfax County,2230,Providence Elementary,OSS,Out of school suspension by School Admin,11,7,school,Northern Virginia,4
2022-2023,29,Fairfax County,2230,Providence Elementary,SBP,Suspension of Bus Privileges,2,2,school,Northern Virginia,4
2022-2023,29,Fairfax County,901,Pulley Career Center,CR,Class Removal (less than 1/2 day),7,4,school,Northern Virginia,4
2022-2023,29,Fairfax County,901,Pulley Career Center,LOP,Loss of School Privileges or Participation in Extr,9,3,school,Northern Virginia,4
2022-2023,29,Fairfax County,901,Pulley Career Center,OSS,Out of school suspension by School Admin,2,2,school,Northern Virginia,4
2022-2023,29,Fairfax County,1750,Quander Road School,ALT,Alternative Program Placement,7,7,school,Northern Virginia,4
2022-2023,29,Fairfax County,1750,Quander Road School,CR,Class Removal (less than 1/2 day),31,22,school,Northern Virginia,4
2022-2023,29,Fairfax County,1750,Quander Road School,ISS,In-School Suspension (1/2 day or more),28,17,school,Northern Virginia,4
2022-2023,29,Fairfax County,1750,Quander Road School,LOP,Loss of School Privileges or Participation in Extr,14,11,school,Northern Virginia,4
2022-2023,29,Fairfax County,1750,Quander Road School,OSS,Out of school suspension by Division Admin,1,1,school,Northern Virginia,4
2022-2023,29,Fairfax County,1750,Quander Road School,OSS,Out of school suspension by School Admin,40,24,school,Northern Virginia,4
2022-2023,29,Fairfax County,1310,Ravensworth Elementary,CR,Class Removal (less than 1/2 day),66,41,school,Northern Virginia,4
2022-2023,29,Fairfax County,1310,Ravensworth Elementary,ISS,In-School Suspension (1/2 day or more),8,7,school,Northern Virginia,4
2022-2023,29,Fairfax County,1310,Ravensworth Elementary,LOP,Loss of School Privileges or Participation in Extr,1,1,school,Northern Virginia,4
